0	7366	7366	7366	7366	4762022	7366	4762022	7366	7366	7366	7366	7366	116182	7366	7366	7366	7366	7366	7366	7366	116182	4762022	7366	7366	7366	7366	224998	7366	7366	13598	116182	7366	7366	7366	7366	7366	7366	7366	7366	116182	7366	7366	7366	7366	7366	116182	7366	7366	7366	7366	7366	7366	7366	7366	7366	224998	7366	13598	4870838	13598	19830	7366	7366	7366	7366	13598	7366	7366	13598	224998	4762022	7366	9516678	116182	7366	116182	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	4762022	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	13598	7366	7366	4762022	7366	7366	7366	122414	116182	7366	7366	7366	7366	7366	7366	7366	7366	116182	7366	7366	7366	4762022	7366	7366	7366	13598	7366	7366	7366	7366	7366	7366	116182	7366	7366	7366	7366	7366	4762022	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	116182	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	13598	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	116182	7366	13598	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	7366	
5512	0	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	114328	5512	5512	11744	5512	114328	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	11744	5512	5512	5512	4760168	5512	114328	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	4868984	11744	5512	5512	4760168	114328	5512	5512	114328	4760168	5512	114328	5512	5512	114328	4760168	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	114328	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	114328	5512	114328	4760168	11744	5512	5512	5512	5512	5512	5512	5512	11744	5512	4760168	5512	5512	114328	5512	5512	5512	
5512	5512	0	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	114328	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	11744	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	4760168	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	114328	11744	4760168	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	114328	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	4760168	5512	5512	5512	114328	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	9514824	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	4760168	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	114328	5512	5512	5512	4760168	11744	5512	
5512	5512	5512	0	5512	5512	5512	114328	5512	5512	11744	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	114328	114328	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	9514824	5512	114328	5512	114328	11744	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	11744	5512	5512	5512	5512	11744	114328	5512	5512	5512	5512	4760168	114328	5512	4760168	5512	5512	5512	223144	4760168	5512	114328	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	11744	5512	5512	11744	114328	5512	5512	5512	5512	4760168	114328	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	114328	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	4760168	11744	
5512	5512	5512	5512	0	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	114328	11744	5512	5512	5512	5512	5512	114328	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	114328	114328	5512	11744	5512	5512	5512	5512	5512	114328	5512	5512	5512	4760168	5512	11744	5512	5512	5512	5512	5512	5512	5512	11744	114328	5512	114328	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	114328	5512	5512	11744	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	11744	11744	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	4760168	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	114328	11744	4760168	5512	114328	5512	5512	5512	5512	4760168	5512	114328	5512	5512	4868984	
4760168	5512	5512	5512	5512	0	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	4760168	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	4760168	5512	5512	5512	5512	5512	11744	114328	114328	5512	223144	9521056	4868984	5512	223144	5512	114328	11744	11744	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	223144	5512	4760168	114328	5512	5512	114328	114328	11744	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	114328	5512	11744	5512	114328	5512	5512	5512	4760168	5512	114328	4766400	5512	5512	4760168	5512	5512	5512	11744	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	
5512	5512	5512	5512	5512	5512	0	4760168	5512	5512	5512	5512	5512	5512	5512	4766400	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	114328	5512	5512	114328	5512	4760168	114328	5512	120560	114328	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	114328	5512	11744	5512	5512	5512	5512	5512	5512	5512	11744	5512	11744	5512	114328	114328	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	11744	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	11744	223144	5512	5512	5512	114328	4760168	114328	5512	4760168	5512	5512	5512	223144	4760168	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	4760168	5512	5512	5512	114328	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	
4760168	5512	5512	114328	5512	5512	4760168	0	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	11744	114328	5512	5512	5512	5512	11744	5512	114328	5512	11744	5512	114328	114328	5512	4760168	11744	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	114328	114328	5512	5512	5512	5512	5512	5512	4760168	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	11744	5512	114328	11744	11744	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	11744	5512	114328	11744	5512	5512	5512	5512	114328	4760168	5512	5512	5512	5512	5512	4760168	114328	5512	5512	5512	114328	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	
5512	5512	5512	5512	5512	5512	5512	5512	0	5512	5512	5512	5512	5512	5512	5512	5512	114328	11744	11744	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	223144	5512	5512	4760168	114328	114328	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	114328	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	11744	331960	5512	5512	5512	5512	4760168	120560	5512	5512	4766400	5512	5512	114328	4766400	5512	5512	5512	4760168	5512	5512	5512	5512	4760168	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	5512	5512	5512	5512	5512	
5512	5512	5512	5512	4760168	5512	5512	5512	5512	0	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	11744	5512	4760168	4760168	5512	5512	11744	5512	5512	5512	5512	5512	5512	5512	4868984	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	114328	11744	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	4760168	5512	114328	5512	5512	5512	5512	5512	114328	5512	5512	114328	114328	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	114328	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	5512	4760168	
